Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars,Discount,Star_rating,Rating,Review 
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ,2.8GHz,32,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3359.1880009999995,11,4.8,640,70
Dell,Latitude E7470,Notebook,14,1920x1080,Intel Core i5 6300U,2.4GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.56,1311.7116999999998,7,4.7,45,4
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Windows 10,2.2,447.1987,7,4.7,6725,629
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.2,571.0055,8,4.8,640,70
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,6,HDD,1024GB,AMD Radeon R5 M430,Windows 10,2.04,575.2746999999999,11,4.6,399,45
MSI,GP72VR Leopard,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.7,1586.8296209999999,11,4.7,809,91
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U,2.1GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.1,531.5154,13,4.7,809,91
Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.06,1019.2715,5,4.7,6725,629
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,AMD Radeon 530,Windows 10,2.1,795.1384999999999,7,4.6,399,45
Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.0,1342.6634,6,4.7,45,4
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Linux,2.1,439.72759999999994,5,4.8,42,8
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Intel Iris Plus Graphics 640,Windows 10 S,1.252,1993.5563049999998,5,4.8,42,8
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,128GB,AMD Radeon R5 M430,Windows 10,1.90,872.998035,5,4.7,45,4
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.3,1103.5882,5,4.7,6725,629
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000,2.2GHz,4,SSD,128GB,AMD Radeon R2 Graphics,Windows 10,2.2,372.48769999999996,8,4.8,640,70
HP,Pavilion X360,2 in 1 Convertible,14,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Nvidia GeForce 940MX,Windows 10,1.63,746.0427,7,4.8,640,70
MSI,GP62 7RDX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.4,1381.0862,5,4.8,42,8
Asus,Zenbook 3,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.1,1211.3854999999999,6,4.8,42,8
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,8,SSD,64GB,Intel HD Graphics 500,Chrome OS,1.4,528.3135,6,5.0,3,1
LG,Gram 15Z975,Ultrabook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.09,2453.7227,5,4.8,42,8
Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,16,SSD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1386.4226999999998,20,4.5,17,2
MSI,GV62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1065.05867,0,0.0,0,0
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,128GB,Intel HD Graphics 500,Windows 10,1.86,447.1987,0,4.5,3227,693
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,3.21,2189.0323,20,0.0,0,0
HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,256GB,AMD Radeon R5 520,Windows 10,2.5,746.0427,30,3.8,1218,209
Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.19,1599.8826999999999,16,0.0,0,0
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7 7820HK,2.9GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,3.49,3003.115375,20,0.0,0,0
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,AMD Radeon 520,Windows 10,1.86,653.8386529999999,10,4.1,77,9
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M430,Windows 10,2.2,582.3935909999999,15,4.3,6,0
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9600P,2.4GHz,6,HDD,2048GB,AMD Radeon R7 M440,Windows 10,2.65,607.2937,11,4.2,465,89
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U,1.6GHz,4,HDD,500GB,Intel HD Graphics 510,Windows 10,2.1,339.40139999999997,16,4.3,102,16
Acer,Chromebook 14,Notebook,14,1366x768,Intel Celeron Dual Core 3855U,1.6GHz,4,SSD,32GB,Intel HD Graphics 510,Chrome OS,1.45,400.23749999999995,17,4.3,7,1
Lenovo,IdeaPad 520s-14IKB,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.7,746.0427,10,0.0,0,0
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,500GB,Nvidia Quadro M1200,Windows 10,3.14,2036.3977269999998,17,0.0,0,0
Lenovo,ThinkPad X1,2 in 1 Convertible,14,2560x1440,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.42,2764.307,35,3.7,4741,658
Toshiba,Satellite Pro,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.5,1038.4829,16,3.8,2736,350
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050,1.6GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.4,287.1037,16,0.0,0,0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.38,1866.7077,23,4.0,36,3
Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel Core M M3-6Y30,0.9GHz,4,SSD,64GB,Intel HD Graphics 515,Chrome OS,1.2,714.0237,21,3.8,5,0
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,2.5GHz,16,SSD,512GB,Intel HD Graphics 520,Windows 10,1.36,2003.3220999999999,29,4.4,208,57
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,500GB,AMD Radeon 530,Windows 10,2.1,735.3697,17,4.3,2214,241
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.56,874.1186999999999,23,4.3,2886,375
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,AMD A9-Series 9420,2.9GHz,4,SSD,256GB,AMD Radeon 530,Windows 10,2.2,425.85269999999997,20,4.3,34,4
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P,3.6GHz,8,HDD,1024GB,AMD Radeon R7,Windows 10,2.2,457.8717,26,4.2,137,15
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.1,663.273585,25,4.6,7,0
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,No OS,1.90,480.28499999999997,11,4.2,170,26
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.18,848.5034999999999,19,0.0,0,0
Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.6,1066.2327,19,4.2,39,3
Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,16,SSD,512GB,Nvidia Quadro M520M,Windows 7,2.18,1979.8414999999998,19,4.3,2886,375
Lenovo,Thinkpad T460p,Notebook,14,1920x1080,Intel Core i5 6300HQ,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.8,1271.1543,17,4.6,11,2
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9620P,2.5GHz,6,HDD,2048GB,AMD Radeon 530,Windows 10,2.71,699.0921729999999,17,4.6,163,33
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1333.0576999999998,19,4.2,153,21
Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Linux,1.64,1162.2896999999998,18,0.0,0,0
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Linux,1.98,774.8598,9,4.3,267,42
Asus,VivoBook E403NA,Notebook,14,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.5,318.05539999999996,20,0.0,0,0
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.93,1522.6742179999999,25,3.3,3,0
Lenovo,Thinkpad E470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 920MX,Windows 10,1.87,914.750811,28,4.1,59,12
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1258.3466999999998,3,4.2,7291,895
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310,2GHz,4,HDD,500GB,AMD Radeon R4,Windows 10,2.19,318.05539999999996,25,4.2,38,5
Mediacom,Smartbook 142,Notebook,14,1920x1200,Intel Atom Z8350,1.92GHz,4,HDD,32GB,Intel HD Graphics 400,Windows 10,1.4,282.8345,0,0.0,0,0
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.63,1280.76,19,4.1,409,39
Lenovo,ThinkPad X1,Ultrabook,14,2560x1440,Intel Core i7 6500U,2.5GHz,8,SSD,512GB,Intel HD Graphics 520,Windows 10,1.17,1800.150872,12,0.0,0,0
HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.58,892.9031799999999,0,4.0,353,58
Lenovo,ThinkPad T470s,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1599.8826999999999,5,3.3,38,6
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ,2.8GHz,32,HDD,1024GB,Nvidia GeForce GTX 1070,Windows 10,4.36,3905.67762,22,3.1,18,4
MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1439.232704,13,4.3,3524,432
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,No OS,1.9,522.8702699999999,13,3.8,4623,553
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.2,767.3887,9,3.8,4623,553
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,1.71,692.6777,7,3.8,4623,553
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,AMD Radeon R7 M445,Linux,2.32,629.1946959999999,20,3.8,9,0
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,AMD A9-Series 9420,3GHz,4,HDD,1024GB,AMD Radeon 520,Windows 10,2.1,521.9096999999999,29,4.3,939,107
Acer,Predator 17,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,4.2,2065.2255,23,4.2,14,1
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,12,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.25,692.6777,15,4.4,649,84
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,AMD A9-Series A9-9420,3GHz,6,HDD,128GB,AMD Radeon 520,Windows 10,2.1,693.7449999999999,23,4.3,8,2
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.4,596.6206999999999,26,0.0,0,0
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.44,1024.608,21,4.0,276,24
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,1.85,831.4267,17,4.5,4740,532
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,256GB,Nvidia Quadro M2200,Windows 10,2.6,2581.7987,32,4.5,162,15
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,Intel UHD Graphics 620,Windows 10,1.55,703.3507,28,4.4,219,27
MSI,GS63VR 7RF,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.8,2235.4385039999997,16,4.5,193,28
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.4,438.44683999999995,22,4.6,562,89
Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,128GB,Nvidia GeForce 940MX,Windows 10,2.0,1288.2311,19,4.4,45,5
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2,709.7544999999999,40,4.9,7,0
Toshiba,Tecra X40-D-10G,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.25,1638.3055,32,4.2,39,5
Lenovo,Flex 5,2 in 1 Convertible,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.7,1066.2327,16,0.0,0,0
Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,Intel Core i7 7600U,2.8GHz,16,SSD,1024GB,Nvidia Quadro M520M,Windows 10,2.5,3521.0226999999995,33,4.5,92,10
Acer,Chromebook 14,Notebook,14,1366x768,Intel Celeron Dual Core N3060,1.6GHz,2,SSD,32GB,Intel HD Graphics 400,Chrome OS,1.68,352.20899999999995,22,4.5,469,80
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,Intel HD Graphics 620,Windows 10,0.81,1759.9777,23,2.5,2,1
HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.86,575.2746999999999,21,4.4,1978,188
Dell,Latitude 5480,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,1202.537583,35,4.3,9,0
HP,Zbook 17,Workstation,17.3,1920x1080,Intel Xeon E3-1535M v5,2.9GHz,16,SSD,256GB,Nvidia Quadro M2000M,Windows 7,3,4684.3796999999995,15,4.5,1049,134
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,128GB,Intel HD Graphics 400,Windows 10,1.4,506.9675,2,4.6,74,18
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U,2.4GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.84,2027.87,10,4.4,196,19
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ,2.3GHz,4,HDD,1024GB,Nvidia GeForce GTX 950M,No OS,2.45,617.9667,19,4.6,17,1
Lenovo,Thinkpad T460,Ultrabook,14,1920x1080,Intel Core i5 6200U,2.3GHz,4,SSD,180GB,Intel HD Graphics 520,Windows 10,1.7,1169.7608,16,4.4,172,36
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U,2.7GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.37,907.09827,20,4.4,324,34
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i5 6260U,1.8GHz,8,SSD,256GB,Intel HD Graphics 540,Windows 10,1.3,1279.6926999999998,14,4.0,2887,476
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1172.9626999999998,17,4.5,86,15
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,SSD,256GB,Nvidia Quadro M1000M,Windows 7,2.59,1666.0552999999998,29,4.8,4,1
Dell,Alienware 17,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3062.0730269999995,16,4.7,16,4
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.1,639.3127,26,4.4,104,18
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.5,1118.5303999999999,0,0.0,0,0
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7 7600U,2.8GHz,16,SSD,256GB,Intel HD Graphics 620,Windows 10,1.18,1984.1107,14,4.2,90,13
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i5 7Y57,1.2GHz,8,SSD,256GB,Intel HD Graphics 615,Chrome OS,1.1,1663.9207,28,4.7,6,1
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.2,1204.9816999999998,24,4.4,47,7
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.65,906.1376999999999,9,0.0,0,0
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.6,699.0814999999999,16,4.6,206,27
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Nvidia GeForce 920MX,Windows 10,2.8,501.9938819999999,10,4.4,183,42
Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 960M,Windows 10,2.72,1172.9626999999998,5,4.4,358,64
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.31,1706.6127,28,0.0,0,0
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Linux,2.1,318.05539999999996,20,4.3,88,13
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,AMD Radeon R7 M445,Windows 10,2.3,1260.7694709999998,13,0.0,0,0
Samsung,Notebook 9,2 in 1 Convertible,15,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,AMD Radeon 540,Windows 10,1.71,1920.0727,25,0.0,0,0
Toshiba,Tecra A40-C-1E5,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.75,1088.646,18,4.4,364,52
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.62,1172.9626999999998,21,0.0,0,0
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,1.26,1327.7212,0,0.0,0,0
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,12,HDD,2048GB,Nvidia GeForce 940MX,Windows 10,2.3,895.4646999999999,21,4.4,313,39
Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,Intel Core i7 6820HQ,2.7GHz,16,SSD,512GB,Nvidia Quadro M2000M,Windows 7,2.5,2529.5009999999997,10,4.4,826,118
Acer,Swift 3,Notebook,14,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.8,678.8027999999999,28,0.0,0,0
Razer,Blade Pro,Gaming,14,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1060,Windows 10,1.95,3094.1027,2,0.0,0,0
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200,1.1GHz,8,SSD,128GB,Intel HD Graphics 505,Windows 10,2,621.0618699999999,21,4.4,1410,203
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,32,HDD,1024GB,Nvidia GeForce GTX 1070M,Windows 10,4.42,3830.32624,31,4.4,47,6
Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.3,2508.1549999999997,10,0.0,0,0
Toshiba,Tecra Z40-C-161,Ultrabook,14,1920x1080,Intel Core i7 6600U,2.6GHz,16,SSD,512GB,Nvidia GeForce 930M,Windows 10,1.47,1882.7171999999998,23,4.5,6,1
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710,1.6GHz,8,HDD,1024GB,Intel HD Graphics 405,No OS,2.2,351.14169999999996,12,4.3,741,67
Lenovo,ThinkPad T470s,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.7,2453.7227,25,4.1,700,144
MSI,GS43VR 7RE,Gaming,14,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.6,2018.2642999999998,23,4.5,14,2
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1162.2896999999998,0,0.0,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,4,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.4,1066.2327,22,0.0,0,0
Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,4.2,2453.7227,3,3.7,3,0
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.62,1051.2904999999998,9,4.4,349,69
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX1060,Windows 10,2.24,1429.1146999999999,19,0.0,0,0
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.22,216.55516999999998,11,4.3,519,48
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.37,2102.5809999999997,1,2.7,3,0
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,AMD Radeon R7 M460,Windows 10,2.08,1023.5406999999999,23,4.1,700,144
Apple,"MacBook 12""",Ultrabook,12,2304x1440,Intel Core M,1.2GHz,8,SSD,512GB,Intel HD Graphics 5300,Mac OS X,0.920,1243.4044999999999,19,4.1,19,1
